Function,TotalNumber,N,ExecutionTime
Main,7200,540,0.097874
Main,7200,550,0.143573
Main,7200,560,0.10603
Main,7200,570,0.167184
Main,7200,580,0.092668
Main,7200,590,0.124984
Main,7200,600,0.111268
Main,7200,610,0.099197
Main,7200,620,0.095456
Main,7200,630,0.115382
Main,7200,640,0.1093
Main,7200,650,0.110715
Main,7200,660,0.088868
Main,7200,670,0.095231
Main,7200,680,0.137051
Main,7200,690,0.167278
Main,7200,700,0.107421
Main,7200,710,0.091791
Main,7200,720,0.107145
Main,7200,730,0.084307
Main,7200,740,0.101408
Main,7200,750,0.093531
Main,7200,760,0.075539
Main,7200,770,0.109738
Main,7200,780,0.152797
Main,7200,790,0.118575
Main,7200,800,0.084768
Main,7200,810,0.085529
Main,7200,820,0.080681
Main,7200,830,0.107129
Main,7200,840,0.08666
Main,7200,850,0.102186
Main,7200,860,0.105142
Main,7200,870,0.12674
Main,7200,880,0.100666
Main,7200,890,0.097552
Main,7200,900,0.101728
Main,7200,910,0.083957
Main,7200,920,0.099384
Main,7200,930,0.115825
Main,7200,940,0.090389
Main,7200,950,0.146148
Main,7200,960,0.095869
Main,7200,970,0.091821
Main,7200,980,0.095126
Main,7200,990,0.123562
EC2,7300,10,0.024465
EC2,7300,20,0.020365
EC2,7300,30,0.026901
EC2,7300,40,0.027786
EC2,7300,50,0.029122
EC2,7300,60,0.02911
EC2,7300,70,0.038404
EC2,7300,80,0.038118
EC2,7300,90,0.034956
EC2,7300,100,0.040085
EC2,7300,110,0.05028
EC2,7300,120,0.044708
EC2,7300,130,0.054463
EC2,7300,140,0.055947
EC2,7300,150,0.079009
EC2,7300,160,0.079163
EC2,7300,170,0.076893
EC2,7300,180,0.098855
EC2,7300,190,0.089164
EC2,7300,200,0.097609
EC2,7300,210,0.106354
EC2,7300,220,0.118229
EC2,7300,230,0.121178
EC2,7300,240,0.145015
EC2,7300,250,0.138503
EC2,7300,260,0.162855
EC2,7300,270,0.156408
EC2,7300,280,0.175304
EC2,7300,290,0.175731
EC2,7300,300,0.185801
EC2,7300,310,0.196017
EC2,7300,320,0.228108
EC2,7300,330,0.227827
EC2,7300,340,0.235399
EC2,7300,350,0.266991
EC2,7300,360,0.258541
EC2,7300,370,0.261329
EC2,7300,380,0.273009
EC2,7300,390,0.292329
EC2,7300,400,0.298064
EC2,7300,410,0.335688
EC2,7300,420,0.328506
EC2,7300,430,0.334886
EC2,7300,440,0.34874
EC2,7300,450,0.361791
EC2,7300,460,0.37442
EC2,7300,470,0.406928
EC2,7300,480,0.409039
EC2,7300,490,0.415346
EC2,7300,500,0.455064
EC2,7300,510,0.454802
EC2,7300,520,0.516577
EC2,7300,530,0.605395
EC2,7300,540,0.548263
EC2,7300,550,0.521128
EC2,7300,560,0.5321
EC2,7300,570,0.548469
EC2,7300,580,0.562991
EC2,7300,590,0.568049
EC2,7300,600,0.582064
EC2,7300,610,0.607185
EC2,7300,620,0.623706
EC2,7300,630,0.646583
EC2,7300,640,0.706217
EC2,7300,650,0.677507
EC2,7300,660,0.688271
EC2,7300,670,0.697069
EC2,7300,680,0.713869
EC2,7300,690,0.734299
EC2,7300,700,0.747987
EC2,7300,710,0.765409
EC2,7300,720,0.785058
EC2,7300,730,0.802115
EC2,7300,740,0.821168
EC2,7300,750,0.837018
EC2,7300,760,0.868348
EC2,7300,770,0.874311
EC2,7300,780,0.925696
EC2,7300,790,0.940895
EC2,7300,800,0.938654
EC2,7300,810,0.961699
EC2,7300,820,0.968282
EC2,7300,830,0.995607
EC2,7300,840,1.022768
EC2,7300,850,1.041991
EC2,7300,860,1.058655
EC2,7300,870,1.128847
EC2,7300,880,1.176224
EC2,7300,890,1.155167
EC2,7300,900,1.24998
EC2,7300,910,1.169424
EC2,7300,920,1.182253
EC2,7300,930,1.19682
EC2,7300,940,1.215429
EC2,7300,950,1.244215
EC2,7300,960,1.270518
EC2,7300,970,1.368353
EC2,7300,980,1.457888
EC2,7300,990,1.361507
Main,7300,10,0.080616
Main,7300,20,0.092526
Main,7300,30,0.080787
Main,7300,40,0.077769
Main,7300,50,0.082163
Main,7300,60,0.095135
Main,7300,70,0.081381
Main,7300,80,0.118378
Main,7300,90,0.08202
Main,7300,100,0.095726
Main,7300,110,0.078446
Main,7300,120,0.083184
Main,7300,130,0.086076
Main,7300,140,0.077447
Main,7300,150,0.116973
Main,7300,160,0.095322
Main,7300,170,0.093229
Main,7300,180,0.092128
Main,7300,190,0.087974
Main,7300,200,0.111023
Main,7300,210,0.089565
Main,7300,220,0.097064
Main,7300,230,0.115561
Main,7300,240,0.092263
Main,7300,250,0.098187
Main,7300,260,0.085581
Main,7300,270,0.088515
Main,7300,280,0.089831
Main,7300,290,0.095518
Main,7300,300,0.139874
Main,7300,310,0.093949
Main,7300,320,0.112054
Main,7300,330,0.085851
Main,7300,340,0.088296
Main,7300,350,0.093286
Main,7300,360,0.105066
Main,7300,370,0.097251
Main,7300,380,0.106722
Main,7300,390,0.111207
Main,7300,400,0.116889
Main,7300,410,0.100051
Main,7300,420,0.101707
Main,7300,430,0.089231
Main,7300,440,0.089853
Main,7300,450,0.103943
Main,7300,460,0.091723
Main,7300,470,0.108169
Main,7300,480,0.092452
Main,7300,490,0.089886
Main,7300,500,0.096744
Main,7300,510,0.087946
Main,7300,520,0.107359
Main,7300,530,0.092329
Main,7300,540,0.088428
Main,7300,550,0.093398
Main,7300,560,0.109522
Main,7300,570,0.091297
Main,7300,580,0.088022
Main,7300,590,0.098404
Main,7300,600,0.089011
Main,7300,610,0.092323
Main,7300,620,0.094382
Main,7300,630,0.096318
Main,7300,640,0.114159
Main,7300,650,0.094051
Main,7300,660,0.100435
Main,7300,670,0.108247
Main,7300,680,0.100839
Main,7300,690,0.092315
Main,7300,700,0.101873
Main,7300,710,0.110053
Main,7300,720,0.096811
Main,7300,730,0.116695
Main,7300,740,0.098387
Main,7300,750,0.108797
Main,7300,760,0.103068
Main,7300,770,0.10737
Main,7300,780,0.092918
Main,7300,790,0.091807
Main,7300,800,0.103474
Main,7300,810,0.106321
Main,7300,820,0.112993
Main,7300,830,0.105046
Main,7300,840,0.100003
Main,7300,850,0.091119
Main,7300,860,0.090375
Main,7300,870,0.091149
Main,7300,880,0.097251
Main,7300,890,0.105746
Main,7300,900,0.086064
Main,7300,910,0.092513
Main,7300,920,0.099567
Main,7300,930,0.087271
Main,7300,940,0.10534
Main,7300,950,0.094941
Main,7300,960,0.098363
Main,7300,970,0.090037
Main,7300,980,0.086639
Main,7300,990,0.096674
EC2,7400,10,0.054623
EC2,7400,20,0.03147
EC2,7400,30,0.030102
EC2,7400,40,0.038022
EC2,7400,50,0.034775
EC2,7400,60,0.048074
EC2,7400,70,0.046346
EC2,7400,80,0.055887
EC2,7400,90,0.058227
EC2,7400,100,0.061935
EC2,7400,110,0.070457
EC2,7400,120,0.076002
EC2,7400,130,0.090025
EC2,7400,140,0.08645
EC2,7400,150,0.101686
EC2,7400,160,0.10881
EC2,7400,170,0.124276
EC2,7400,180,0.135446
EC2,7400,190,0.151527
EC2,7400,200,0.153557
EC2,7400,210,0.170074
EC2,7400,220,0.18154
EC2,7400,230,0.178131
EC2,7400,240,0.192913
EC2,7400,250,0.212938
EC2,7400,260,0.225335
EC2,7400,270,0.240579
EC2,7400,280,0.259057
EC2,7400,290,0.255083
EC2,7400,300,0.268328
EC2,7400,310,0.289156
EC2,7400,320,0.302167
EC2,7400,330,0.309153
EC2,7400,340,0.342909
EC2,7400,350,0.34158
EC2,7400,360,0.358666
EC2,7400,370,0.40982
EC2,7400,380,0.376132
EC2,7400,390,0.401335
EC2,7400,400,0.430491
EC2,7400,410,0.422932
EC2,7400,420,0.413104
EC2,7400,430,0.459951
EC2,7400,440,0.504806
EC2,7400,450,0.465765
EC2,7400,460,0.538522
EC2,7400,470,0.539478
EC2,7400,480,0.55663
EC2,7400,490,0.575811
EC2,7400,500,0.572317
EC2,7400,510,0.593613
EC2,7400,520,0.633636
EC2,7400,530,0.575916
EC2,7400,540,0.660706
EC2,7400,550,0.67535
EC2,7400,560,0.636267
EC2,7400,570,0.657596
EC2,7400,580,0.743033
EC2,7400,590,0.614096
EC2,7400,600,0.601091
EC2,7400,610,0.620906
EC2,7400,620,0.634425
EC2,7400,630,0.643835
EC2,7400,640,0.670643
EC2,7400,650,0.691638
EC2,7400,660,0.696261
EC2,7400,670,0.784411
EC2,7400,680,0.759172
EC2,7400,690,0.775241
EC2,7400,700,0.784386
EC2,7400,710,0.790919
EC2,7400,720,0.798789
EC2,7400,730,0.854388
EC2,7400,740,1.008544
EC2,7400,750,0.88567
EC2,7400,760,0.887464
EC2,7400,770,0.906784
EC2,7400,780,0.93546
EC2,7400,790,0.958081
EC2,7400,800,0.953999
EC2,7400,810,1.048339
EC2,7400,820,1.050412
EC2,7400,830,1.064267
EC2,7400,840,1.112629
EC2,7400,850,1.103506
EC2,7400,860,1.079725
EC2,7400,870,1.09063
EC2,7400,880,1.105196
EC2,7400,890,1.148771
EC2,7400,900,1.271032
EC2,7400,910,1.179234
EC2,7400,920,1.25802
EC2,7400,930,1.262604
EC2,7400,940,1.283316
EC2,7400,950,1.271798
EC2,7400,960,1.286558
EC2,7400,970,1.291613
EC2,7400,980,1.335038
EC2,7400,990,1.348516
Main,7400,10,0.078234
Main,7400,20,0.100874
Main,7400,30,0.093478
Main,7400,40,0.098194
Main,7400,50,0.102682
Main,7400,60,0.093352
Main,7400,70,0.094515
Main,7400,80,0.091361
Main,7400,90,0.080285
Main,7400,100,0.095594
Main,7400,110,0.091027
Main,7400,120,0.102069
Main,7400,130,0.083907
Main,7400,140,0.085518
Main,7400,150,0.094041
Main,7400,160,0.09082
Main,7400,170,0.089951
Main,7400,180,0.103281
Main,7400,190,0.089186
Main,7400,200,0.085702
Main,7400,210,0.082808
Main,7400,220,0.074161
Main,7400,230,0.075476
Main,7400,240,0.089523
Main,7400,250,0.079537
Main,7400,260,0.113645
Main,7400,270,0.086751
Main,7400,280,0.092439
Main,7400,290,0.072445
Main,7400,300,0.080864
Main,7400,310,0.085743
Main,7400,320,0.071765
Main,7400,330,0.085449
Main,7400,340,0.070707
Main,7400,350,0.104127
Main,7400,360,0.104629
Main,7400,370,0.090517
Main,7400,380,0.086895
Main,7400,390,0.086469
Main,7400,400,0.092142
Main,7400,410,0.081901
Main,7400,420,0.077467
Main,7400,430,0.090773
Main,7400,440,0.096659
Main,7400,450,0.082693
Main,7400,460,0.100179
Main,7400,470,0.108663
Main,7400,480,0.086723
Main,7400,490,0.085827
Main,7400,500,0.094856
Main,7400,510,0.093484
Main,7400,520,0.090928
Main,7400,530,0.086962
Main,7400,540,0.101457
Main,7400,550,0.083303
Main,7400,560,0.0767
Main,7400,570,0.082983
Main,7400,580,0.08933
Main,7400,590,0.12395
Main,7400,600,0.107488
Main,7400,610,0.097055
Main,7400,620,0.107176
Main,7400,630,0.097215
Main,7400,640,0.10606
Main,7400,650,0.119237
Main,7400,660,0.102928
Main,7400,670,0.113832
Main,7400,680,0.088198
Main,7400,690,0.094336
Main,7400,700,0.103848
Main,7400,710,0.09124
Main,7400,720,0.124848
Main,7400,730,0.111586
Main,7400,740,0.123415
Main,7400,750,0.09268
Main,7400,760,0.093374
Main,7400,770,0.104979
Main,7400,780,0.107127
Main,7400,790,0.111762
Main,7400,800,0.125867
Main,7400,810,0.14078
Main,7400,820,0.128547
Main,7400,830,0.08491
Main,7400,840,0.085821
Main,7400,850,0.101787
Main,7400,860,0.102437
Main,7400,870,0.132768
Main,7400,880,0.11229
Main,7400,890,0.097142
Main,7400,900,0.080342
Main,7400,910,0.096968
Main,7400,920,0.135874
Main,7400,930,0.112753
Main,7400,940,0.116271
Main,7400,950,0.072571
Main,7400,960,0.082817
Main,7400,970,0.110353
Main,7400,980,0.110681
Main,7400,990,0.103285
EC2,7500,10,0.038581
EC2,7500,20,0.025146
EC2,7500,30,0.036141
EC2,7500,40,0.028199
EC2,7500,50,0.03586
EC2,7500,60,0.038537
EC2,7500,70,0.040158
EC2,7500,80,0.043208
EC2,7500,90,0.040482
EC2,7500,100,0.041729
EC2,7500,110,0.047383
EC2,7500,120,0.050346
EC2,7500,130,0.052156
EC2,7500,140,0.074519
EC2,7500,150,0.080679
EC2,7500,160,0.075692
EC2,7500,170,0.09434
EC2,7500,180,0.085272
EC2,7500,190,0.108915
EC2,7500,200,0.100569
EC2,7500,210,0.108887
EC2,7500,220,0.120262
EC2,7500,230,0.126195
EC2,7500,240,0.145596
EC2,7500,250,0.143722
EC2,7500,260,0.153425
EC2,7500,270,0.163701
EC2,7500,280,0.171935
EC2,7500,290,0.191432
EC2,7500,300,0.192674
EC2,7500,310,0.203101
EC2,7500,320,0.228182
EC2,7500,330,0.240645
EC2,7500,340,0.260288
EC2,7500,350,0.256553
EC2,7500,360,0.259151
EC2,7500,370,0.270729
EC2,7500,380,0.296985
EC2,7500,390,0.3021
EC2,7500,400,0.307541
EC2,7500,410,0.320625
EC2,7500,420,0.333188
EC2,7500,430,0.346456
EC2,7500,440,0.365209
EC2,7500,450,0.378082
EC2,7500,460,0.388453
EC2,7500,470,0.400837
EC2,7500,480,0.419008
EC2,7500,490,0.440053
EC2,7500,500,0.465999
EC2,7500,510,0.475744
EC2,7500,520,0.497101
EC2,7500,530,0.494586
EC2,7500,540,0.524362
EC2,7500,550,0.541162
EC2,7500,560,0.673744
EC2,7500,570,0.625075
EC2,7500,580,0.599393
EC2,7500,590,0.614838
EC2,7500,600,0.622733
EC2,7500,610,0.62682
EC2,7500,620,0.643726
EC2,7500,630,0.654378
EC2,7500,640,0.673955
EC2,7500,650,0.734527
EC2,7500,660,0.792016
EC2,7500,670,0.755333
EC2,7500,680,0.746697
EC2,7500,690,0.772818
EC2,7500,700,0.773015
EC2,7500,710,0.814445
EC2,7500,720,0.819592
EC2,7500,730,0.827543
EC2,7500,740,0.845161
EC2,7500,750,0.865464
EC2,7500,760,0.883696
EC2,7500,770,0.970802
EC2,7500,780,0.968832
EC2,7500,790,1.101394
EC2,7500,800,1.034555
EC2,7500,810,0.991698
EC2,7500,820,1.065591
EC2,7500,830,1.076105
EC2,7500,840,1.052723
EC2,7500,850,1.068883
EC2,7500,860,1.08055
EC2,7500,870,1.104881
EC2,7500,880,1.121575
EC2,7500,890,1.151268
EC2,7500,900,1.310308
EC2,7500,910,1.264475
EC2,7500,920,1.215493
EC2,7500,930,1.229841
EC2,7500,940,1.254071
EC2,7500,950,1.27103
EC2,7500,960,1.296611
EC2,7500,970,1.312988
EC2,7500,980,1.333112
EC2,7500,990,1.351751
Main,7500,10,0.071553
Main,7500,20,0.089948
Main,7500,30,0.079394
Main,7500,40,0.07992
Main,7500,50,0.104478
Main,7500,60,0.102218
Main,7500,70,0.090418
Main,7500,80,0.080875
Main,7500,90,0.080375
Main,7500,100,0.086762
Main,7500,110,0.088717
Main,7500,120,0.078244
Main,7500,130,0.0972
Main,7500,140,0.098799
Main,7500,150,0.088852
Main,7500,160,0.093146
Main,7500,170,0.110174
Main,7500,180,0.091986
Main,7500,190,0.101036
Main,7500,200,0.094112
Main,7500,210,0.0958
Main,7500,220,0.146283
Main,7500,230,0.078616
Main,7500,240,0.077437
Main,7500,250,0.086708
Main,7500,260,0.077687
Main,7500,270,0.085791
Main,7500,280,0.08798
Main,7500,290,0.100811
Main,7500,300,0.117694
Main,7500,310,0.091464
Main,7500,320,0.08994
Main,7500,330,0.097924
Main,7500,340,0.086954
Main,7500,350,0.083569
Main,7500,360,0.090697
Main,7500,370,0.107502
Main,7500,380,0.091882
Main,7500,390,0.106938
Main,7500,400,0.122265
Main,7500,410,0.103652
Main,7500,420,0.101221
Main,7500,430,0.093174
Main,7500,440,0.123826
Main,7500,450,0.104788
Main,7500,460,0.090237
Main,7500,470,0.08492
Main,7500,480,0.086661
Main,7500,490,0.098817
Main,7500,500,0.093688
Main,7500,510,0.099777
Main,7500,520,0.139836
Main,7500,530,0.107529
Main,7500,540,0.1175
Main,7500,550,0.109225
Main,7500,560,0.124645
Main,7500,570,0.094724
Main,7500,580,0.092538
Main,7500,590,0.099358
Main,7500,600,0.133582
Main,7500,610,0.087682
Main,7500,620,0.105938
Main,7500,630,0.08759
Main,7500,640,0.083858
Main,7500,650,0.096147
Main,7500,660,0.113628
Main,7500,670,0.121885
Main,7500,680,0.09434
Main,7500,690,0.089713
Main,7500,700,0.084778
Main,7500,710,0.081179
Main,7500,720,0.079755
Main,7500,730,0.145193
Main,7500,740,0.12317
Main,7500,750,0.101154
Main,7500,760,0.117347
Main,7500,770,0.100324
Main,7500,780,0.113796
Main,7500,790,0.12713
Main,7500,800,0.099497
Main,7500,810,0.096992
Main,7500,820,0.101427
Main,7500,830,0.137355
Main,7500,840,0.109938
Main,7500,850,0.097631
Main,7500,860,0.10565
Main,7500,870,0.100841
Main,7500,880,0.113899
Main,7500,890,0.107129
Main,7500,900,0.146176
Main,7500,910,0.112354
Main,7500,920,0.132053
Main,7500,930,0.133277
Main,7500,940,0.097389
Main,7500,950,0.120218
Main,7500,960,0.12409
Main,7500,970,0.10191
Main,7500,980,0.111741
Main,7500,990,0.125552
EC2,7600,10,0.032599
EC2,7600,20,0.026567
EC2,7600,30,0.033117
EC2,7600,40,0.049937
EC2,7600,50,0.043961
EC2,7600,60,0.037903
EC2,7600,70,0.037934
EC2,7600,80,0.041959
EC2,7600,90,0.04948
EC2,7600,100,0.054271
EC2,7600,110,0.04906
EC2,7600,120,0.047526
EC2,7600,130,0.053023
EC2,7600,140,0.07596
EC2,7600,150,0.065592
EC2,7600,160,0.073254
EC2,7600,170,0.080738
EC2,7600,180,0.090078
EC2,7600,190,0.096111
EC2,7600,200,0.113994
EC2,7600,210,0.143998
EC2,7600,220,0.140943
EC2,7600,230,0.138606
EC2,7600,240,0.152877
EC2,7600,250,0.146648
EC2,7600,260,0.157935
EC2,7600,270,0.184122
EC2,7600,280,0.181339
EC2,7600,290,0.201707
EC2,7600,300,0.197316
EC2,7600,310,0.207994
EC2,7600,320,0.219134
EC2,7600,330,0.234457
EC2,7600,340,0.242061
EC2,7600,350,0.267506
EC2,7600,360,0.279533
EC2,7600,370,0.290122
EC2,7600,380,0.298297
EC2,7600,390,0.303223
EC2,7600,400,0.317369
EC2,7600,410,0.343622
EC2,7600,420,0.350241
EC2,7600,430,0.369856
EC2,7600,440,0.383952
EC2,7600,450,0.396999
EC2,7600,460,0.426301
EC2,7600,470,0.434626
EC2,7600,480,0.42904
EC2,7600,490,0.443471
EC2,7600,500,0.461099
EC2,7600,510,0.517846
EC2,7600,520,0.5979
EC2,7600,530,0.566115
EC2,7600,540,0.536544
EC2,7600,550,0.547487
EC2,7600,560,0.568411
EC2,7600,570,0.589685
EC2,7600,580,0.596725
EC2,7600,590,0.606173
EC2,7600,600,0.626564
EC2,7600,610,0.643296
EC2,7600,620,0.658867
EC2,7600,630,0.679181
EC2,7600,640,0.701229
EC2,7600,650,0.707647
EC2,7600,660,0.740475
EC2,7600,670,0.800579
EC2,7600,680,0.827356
EC2,7600,690,0.780152
EC2,7600,700,0.798154
EC2,7600,710,0.824379
EC2,7600,720,0.831297
EC2,7600,730,0.861391
EC2,7600,740,0.885809
EC2,7600,750,0.890199
EC2,7600,760,0.913947
EC2,7600,770,1.099833
EC2,7600,780,0.970715
EC2,7600,790,0.963361
EC2,7600,800,0.987241
EC2,7600,810,1.007011
EC2,7600,820,1.032089
EC2,7600,830,1.046632
EC2,7600,840,1.059094
EC2,7600,850,1.12988
EC2,7600,860,1.138803
EC2,7600,870,1.189615
EC2,7600,880,1.28326
EC2,7600,890,1.201148
EC2,7600,900,1.200869
EC2,7600,910,1.215476
EC2,7600,920,1.2273
EC2,7600,930,1.258776
EC2,7600,940,1.270533
EC2,7600,950,1.31104
EC2,7600,960,1.478744
EC2,7600,970,1.381624
EC2,7600,980,1.37157
EC2,7600,990,1.419681
Main,7600,10,0.076913
Main,7600,20,0.082977
Main,7600,30,0.084931
Main,7600,40,0.085984
Main,7600,50,0.104518
Main,7600,60,0.105118
Main,7600,70,0.095006
Main,7600,80,0.100106
Main,7600,90,0.094216
Main,7600,100,0.099084
Main,7600,110,0.085489
Main,7600,120,0.096859
Main,7600,130,0.114123
Main,7600,140,0.093257
Main,7600,150,0.103909
Main,7600,160,0.099274
Main,7600,170,0.105826
Main,7600,180,0.111313
Main,7600,190,0.083108
Main,7600,200,0.065112
Main,7600,210,0.101253
Main,7600,220,0.096969
Main,7600,230,0.093129
Main,7600,240,0.091029
Main,7600,250,0.091128
Main,7600,260,0.094494
Main,7600,270,0.090561
Main,7600,280,0.089404
Main,7600,290,0.090994
Main,7600,300,0.099915
Main,7600,310,0.109445
Main,7600,320,0.093784
Main,7600,330,0.091212
Main,7600,340,0.085791
Main,7600,350,0.082701
Main,7600,360,0.099872
Main,7600,370,0.099157
Main,7600,380,0.104732
Main,7600,390,0.11095
Main,7600,400,0.098391
Main,7600,410,0.096145
Main,7600,420,0.07984
Main,7600,430,0.08962
Main,7600,440,0.126841
Main,7600,450,0.152506
Main,7600,460,0.123602
Main,7600,470,0.114052
Main,7600,480,0.095125
Main,7600,490,0.097655
Main,7600,500,0.096206
Main,7600,510,0.099581
Main,7600,520,0.10007
Main,7600,530,0.126555
Main,7600,540,0.098811
Main,7600,550,0.108513
Main,7600,560,0.109733
Main,7600,570,0.100944
Main,7600,580,0.113739
Main,7600,590,0.10644
Main,7600,600,0.115432
Main,7600,610,0.093989
Main,7600,620,0.112308
Main,7600,630,0.105455
Main,7600,640,0.125859
Main,7600,650,0.12266
Main,7600,660,0.099126
Main,7600,670,0.091449
Main,7600,680,0.104162
Main,7600,690,0.111418
Main,7600,700,0.133752
Main,7600,710,0.131484
Main,7600,720,0.114112
Main,7600,730,0.096675
Main,7600,740,0.098871
Main,7600,750,0.10582
Main,7600,760,0.114349
Main,7600,770,0.121503
Main,7600,780,0.106147
Main,7600,790,0.116083
Main,7600,800,0.080467
Main,7600,810,0.09323
Main,7600,820,0.103381
Main,7600,830,0.105488
Main,7600,840,0.098827
Main,7600,850,0.109705
Main,7600,860,0.101988
Main,7600,870,0.092998
Main,7600,880,0.118934
Main,7600,890,0.098129
Main,7600,900,0.094309
Main,7600,910,0.119968
Main,7600,920,0.13996
Main,7600,930,0.123368
Main,7600,940,0.097596
Main,7600,950,0.093259
Main,7600,960,0.097417
Main,7600,970,0.086244
Main,7600,980,0.10258
Main,7600,990,0.075402
EC2,7700,10,0.037891
EC2,7700,20,0.01832
EC2,7700,30,0.034448
EC2,7700,40,0.026646
EC2,7700,50,0.028529
EC2,7700,60,0.030884
EC2,7700,70,0.024197
EC2,7700,80,0.03836
EC2,7700,90,0.045827
EC2,7700,100,0.037348
EC2,7700,110,0.0425
EC2,7700,120,0.057603
EC2,7700,130,0.053752
EC2,7700,140,0.076706
EC2,7700,150,0.076985
EC2,7700,160,0.073228
EC2,7700,170,0.081695
EC2,7700,180,0.094291
EC2,7700,190,0.096388
EC2,7700,200,0.107622
EC2,7700,210,0.11301
EC2,7700,220,0.121728
EC2,7700,230,0.143466
EC2,7700,240,0.13904
EC2,7700,250,0.14951
EC2,7700,260,0.184019
EC2,7700,270,0.177519
EC2,7700,280,0.178489
EC2,7700,290,0.188769
EC2,7700,300,0.199487
EC2,7700,310,0.210489
EC2,7700,320,0.221498
EC2,7700,330,0.233035
EC2,7700,340,0.246928
EC2,7700,350,0.281336
EC2,7700,360,0.27587
EC2,7700,370,0.309444
EC2,7700,380,0.294466
EC2,7700,390,0.305614
EC2,7700,400,0.324358
EC2,7700,410,0.331806
EC2,7700,420,0.382742
EC2,7700,430,0.372493
EC2,7700,440,0.395979
EC2,7700,450,0.399388
EC2,7700,460,0.406795
EC2,7700,470,0.417228
EC2,7700,480,0.501456
EC2,7700,490,0.522947
EC2,7700,500,0.476806
EC2,7700,510,0.480754
EC2,7700,520,0.499597
EC2,7700,530,0.515411
EC2,7700,540,0.526209
EC2,7700,550,0.610641
EC2,7700,560,0.636693
